Designator,Mid X,Mid Y,Layer,Rotation
OLED1,23.51,9.7,Top,0
C1,36.51,5,Bottom,270
C2,17.51,11,Bottom,270
C3,17.51,7,Bottom,90
C4,28.51,6,Bottom,270
C5,33.51,5,Bottom,270
C6,18.01,2,Bottom,270
C7,33.01,18,Bottom,90
C8,38.51,13,Bottom,90
C16,9.51,19,Bottom,90
C28,44.51,13,Bottom,90
D1,3.51,19,Bottom,180
J1,14.51,19,Bottom,0
J2,8.51,4,Bottom,180
JP1,23.51,4.38,Bottom,0
R1,30.51,6,Bottom,90
R2,31.01,18,Bottom,270
R3,29.01,18,Bottom,90
R4,3.51,16,Bottom,180
R5,7.51,19,Bottom,90
S1,41.51,19,Bottom,0
